NIC;Estrato;Personas;Ingresos;Gastos;Cartera;QSAT;ProbPago;Consumo
2278199;3;6;13430879.04;11509793.36;1;61;0.492;1191645
2541380;1;5;4196506.08;3391112.64;0;68;0.228;385206
2377822;4;2;5304013.16;4914003.01;1;72;0.557;497352
2814631;3;4;6143524.53;5275369.35;0;69;0.193;608097
2301704;4;4;2672704.02;2552207.24;0;79;0.841;274050
2406068;2;6;5687222.81;4627780;1;45;0.747;646880
1603381;3;4;3419205.84;2873697.75;1;39;0.57;566292
1573842;3;2;8428333.2;7154744.26;1;66;0.898;794342
1632450;3;6;2740609.8;2382241.68;1;62;0.915;294824
1586511;4;4;4030836.81;3492150;0;76;0.33;395010
2499777;3;6;8126282.34;7087930.23;0;66;0.949;790245
1475147;1;2;5166567.16;4878598.2;1;59;0.902;564504
1667865;4;3;5596154.64;4631107.44;0;50;0.658;404171
2646168;4;6;13730931.72;12226879.22;1;66;0.601;981760
1563149;4;2;12285716.88;11214481;0;63;0.491;1061931
1978364;3;6;5456692.8;4664520.9;0;49;0.761;494520
1674284;4;5;12521035.8;10632413.66;0;54;0.79;1043247
1627594;1;3;5295287.92;4966606.72;1;82;0.873;419152
1379441;1;2;7721973.58;7158202.56;1;66;0.368;724500
2821269;4;3;5147629.41;4922143.1;0;54;0.271;488492
2402036;3;6;9988681.5;9127634.01;0;55;0.262;821790
1525382;1;5;9896310.59;8630017.8;0;50;0.608;1000110
1351257;3;4;7701297.44;6929702.37;0;55;0.251;747520
2018233;3;3;7717625.4;7389729.4;1;72;0.753;795586
2627196;2;5;3320343.64;2985421.95;1;72;0.558;525456
2047922;1;6;5663535.81;4707608.85;1;78;0.674;466463
2529740;3;3;10342864;9725388.9;1;55;0.75;954294
2722097;4;6;5353975.8;4672147.9;1;80;0.674;399448
1803678;1;2;2843166.04;2337483.96;1;78;0.498;310157
1755375;1;2;1471065;1183538.88;1;79;0.673;216108
1927581;3;3;5585002.5;4920369.58;1;82;0.572;447272
1506961;2;4;6762060.94;5759838.18;1;63;0.434;688653
2580675;2;2;10480654.35;9347866.8;0;52;0.143;897138
1308439;4;3;8361364.52;6979391.72;1;57;0.91;940800
2065179;4;2;4158028.38;3575332.2;1;60;0.44;405080
2009573;2;2;7740059.4;7369378.63;0;90;0.39;688275
2195168;2;2;5533568.46;4729374.88;1;89;0.433;648536
1745316;1;3;8275940.2;7068095.2;0;78;0.752;662076
1499572;2;4;1456404;1290714.66;0;76;0.883;242604
2358340;1;2;7959403.2;7217454.72;1;44;0.647;810898
1505217;3;3;10436892;8751418.8;1;73;0.423;930150
2946804;2;6;5615226.88;4916205.86;1;58;0.757;541284
2556756;3;3;15579226.95;14546995.45;1;51;0.762;1297272
1446590;1;3;8289262.66;7317390;1;72;0.321;784053
2371821;3;4;11403900;10549105.04;0;75;0.881;1202366
1982127;2;2;4185881.28;3629171.65;0;61;0.115;664524
1980089;4;4;1376302.5;1220051.04;1;68;0.343;254817
1470782;3;6;15552608.82;15156170.96;1;87;0.757;1358112
2333095;3;2;11477053.98;10469599.14;1;46;0.808;1127172
2311108;1;2;8290769.84;7069026.36;1;63;0.316;965653
2446685;1;6;2823169.27;2368694.78;0;60;0.3;421482
2492484;4;2;6249409.53;5503916.7;0;68;0.921;504885
2463929;4;5;5681889.99;4958736.75;1;58;0.553;446160
2281310;4;6;4008274.62;3650801.1;0;62;0.137;370125
1980743;1;6;10427419.8;9286046.37;1;81;0.407;1000296
2865084;4;6;13156014.72;12154662.74;0;54;0.435;1077300
2436785;4;2;4291652.33;3514089.04;0;61;0.823;386100
2231582;1;2;8258624.08;6951236.64;1;45;0.762;805545
2167127;2;3;2723797.44;2448075.87;0;72;0.182;486245
2470861;2;6;2772077.64;2305133.8;0;70;0.194;330332
1955113;3;2;13659404.99;12114873.06;0;77;0.652;1203637
2286991;3;3;3449062.8;3073475.33;1;58;0.139;576434
1449519;2;3;10693570.24;9564527.05;1;68;0.683;859572
1996618;1;5;8306928;7426574.12;1;43;0.772;655508
1281266;2;6;6863225.6;5884403.49;0;41;0.981;706200
2127103;3;4;1526201.6;1221097.68;1;79;0.354;220704
1965949;1;3;11272291.26;10040220.36;1;73;0.62;916244
2338645;4;3;8351558.85;7132272.4;0;88;0.194;596736
1928180;1;4;13754546.12;11454412.5;1;77;0.229;988264
1714928;3;5;3334589.45;2837655.6;0;82;0.254;563500
2447231;3;5;7822224.15;7059405;0;42;0.18;850944
2139051;3;2;7829794.34;6842493.6;0;57;0.493;833850
1724377;1;4;16459542.5;15020326.44;1;69;0.705;1389696
2361285;4;3;4292550.66;3650087;0;79;0.639;475104
1895250;4;5;5987252.18;5122021.5;1;77;0.578;588790
1744979;2;5;15815968.2;14926344.4;1;78;0.645;1168515
2379912;3;2;3929215.48;3408915;1;85;0.4;464919
2026549;1;2;11892338.73;10655584.3;1;67;0.972;1184352
2289875;1;3;10021383.89;9179016.36;1;41;0.326;836087
2636378;2;5;6001150.05;5213804.07;0;82;0.351;577896
1958485;2;2;4221370.2;3416950.02;0;55;0.801;424732
1442957;1;3;2685750.9;2496212.5;0;59;0.492;325084
2666378;2;5;10538327.22;9054012.24;1;73;0.36;923845
1651305;2;5;5484929.6;4880704.93;0;62;0.804;478470
2061733;2;5;7004539.2;5828604.32;1;64;0.203;796800
1251231;4;4;1485839.92;1207406.08;1;43;0.31;233192
1585131;4;5;5900496.84;5287029.9;1;53;0.318;570906
1453649;1;6;8259750.56;6903065.7;0;50;0.338;666477
1788037;3;4;2770241.67;2390035.52;1;51;0.444;408825
2404879;2;2;15467494.53;14666589.34;0;62;0.162;1362928
1815145;3;5;4215506.14;3801621.6;1;40;0.123;693834
1804794;1;6;7876448.1;7353947.16;1;78;0.468;685930
1863276;2;2;2834225.28;2314626.16;1;48;0.569;327496
2808411;3;4;2779819.92;2516101.14;1;52;0.991;456904
2059887;2;6;9949096.56;8665778.16;1;51;0.819;944463
1238810;3;3;4191134;3685600.96;0;63;0.152;388476
1938171;2;2;4155016.75;3459600.09;1;59;0.383;370640
2380330;2;4;6203652.12;5390712.84;0;53;0.373;609645
2319777;4;3;2816278.8;2247905.01;0;85;0.776;434188
2397975;1;2;12936303.82;11568695.34;0;52;0.813;1042647
2424766;2;2;4208410.08;3425224.05;1;68;0.871;675114
1369203;2;4;7790576.45;7307457.01;0;58;0.854;773894
2249552;2;5;3606316.58;2829446.9;1;45;0.317;557620
1969393;3;2;3535007.84;2995379.8;0;83;0.145;584205
2100154;3;6;5237664.3;4773929.17;1;86;0.549;537660
1490126;2;2;2850453.5;2385235.43;1;57;0.36;459360
2414499;4;6;7706319.6;6951727.68;0;58;0.273;699248
1366874;1;2;1449045.63;1283844.6;0;81;0.736;263130
2555359;3;4;5322063.44;4746469.28;1;49;0.751;565191
1682331;4;4;8384601.8;7449225.6;0;51;0.591;754020
2136762;2;2;3274149.54;2957804.08;0;45;0.439;559736
2950120;3;2;8395428.57;7486967.9;1;50;0.449;796194
1961446;1;5;7683291.72;6866743.26;1;50;0.505;777140
1413819;4;5;12189609.72;11260348.3;1;67;0.745;1087156
1445103;3;5;12641151.6;10758583.72;1;85;0.667;973824
2691469;2;5;10201384.05;9058884.68;0;61;0.149;865656
1969638;1;5;8388766.67;6887443.05;1;75;0.68;873240
1863238;3;6;2853406.08;2269812.56;0;74;0.689;336608
2823185;4;2;5598055.45;4688938.92;0;58;0.197;430024
1810095;3;2;10182918.27;9133900;0;89;0.237;865640
2089339;1;4;10896256.8;9071463.72;0;70;0.206;945714
2501551;1;6;2828557.44;2473224.87;0;59;0.728;444770
2800901;1;4;2637297.53;2314591.44;0;43;0.761;331080
2379516;3;4;2057616.54;1759167.36;0;69;0.961;386931
1829853;3;4;2678816.14;2326979.59;0;45;0.555;460980
2929372;1;5;5323054.11;4594213.35;0;54;0.776;553110
2061609;2;2;10180211.02;9059140.8;1;53;0.877;840213
1609451;1;4;3423575.99;3064329.14;1;59;0.803;594601
2024367;3;5;4007542.11;3531672.17;1;54;0.85;473172
2905898;1;5;4235302.08;3650988.64;1;68;0.209;617644
1991817;3;4;8263884.78;7006062;1;76;0.18;689425
2633961;2;4;5467824.81;4585675.05;1;38;0.924;400530
1930240;4;5;5696358.4;4697452.32;0;74;0.104;448868
2561805;2;2;1384521;1176098.16;1;70;0.215;255645
2493008;1;6;1538227.96;1358625.04;0;51;0.911;229320
2856963;4;3;4164465.68;3677239.06;0;56;0.605;686790
2232853;4;3;4301270.45;3649456;1;43;0.743;412380
2685513;1;2;2857703.5;2375991.1;1;68;0.607;418572
1933893;3;3;2745650.1;2355312.24;1;57;0.767;336756
2528171;2;5;3292401.6;2928900.63;0;77;0.249;561704
2745209;1;6;6696482.74;5770780.2;1;70;0.693;690792
1670807;4;6;5565822;4890102.28;1;76;0.885;399056
1702975;1;3;10286687.44;9434770.6;0;38;0.943;863370
2759120;2;3;2206537.44;1801021.95;1;51;0.319;325280
1586096;1;2;6631370.88;6032432.6;0;77;0.101;710052
2615339;2;6;4146858.32;3666981.78;0;86;0.106;691486
1317630;1;2;2806178.4;2442993.84;0;79;0.486;290251
2554853;2;3;1517124.84;1326658.08;0;81;0.276;242231
2679713;1;4;6899292.15;5658986.7;0;78;0.543;742022
2197066;3;3;5614157.65;4738225.98;1;76;0.646;457856
1791101;2;5;13088616.45;12524846.75;0;50;0.167;1037456
2074017;4;2;5362074.58;4829176.04;1;61;0.234;405210
1941067;2;4;2961532.56;2329083.48;1;45;0.198;459690
1986056;1;5;2749347.63;2333162.16;1;63;0.985;439876
2272618;3;3;11195016;9788367.27;1;39;0.837;801333
1466199;2;3;6486282;5689192.14;1;51;0.127;806965
1412922;2;6;8260386.48;7449321;0;70;0.839;609672
1930801;2;5;5773534.2;5487089.76;0;88;0.347;530200
1594165;1;2;8117664.1;7283429.79;0;46;0.335;651501
2606196;2;2;1440625.87;1211772.16;1;55;0.49;211356
2121842;3;3;6395571.2;5324299.53;1;69;0.696;531198
1814423;2;2;2674874.18;2418465;1;85;0.503;405900
1761233;1;3;4065394.41;3723545.21;0;48;0.757;399681
2997825;1;6;2594631.45;2424757.01;0;47;0.91;457434
2542699;1;4;7868949.6;6915464.57;0;54;0.198;783360
1739645;3;6;13944455.07;11624427.62;1;67;0.272;1120528
1623202;1;4;2826119.6;2410615;0;43;0.905;334464
1954303;2;4;6557552.26;6077514.52;1;50;0.662;718060
2653620;2;5;10436346;8491065.06;0;64;0.183;990000
1487094;4;5;7855271.74;7326165.75;1;64;0.307;809622
2914744;3;4;4065911.25;3599229.69;1;69;0.808;406720
1361392;4;6;8350818.7;7244012.44;0;47;0.42;689948
2727775;4;6;5914886.4;5470501.74;1;69;0.488;523908
2933220;1;2;6370428.63;5841515.22;0;70;0.228;782020
2952484;2;5;4019694.88;3768576.56;0;80;0.464;488615
1249335;4;3;15526060.92;15379354.3;1;53;0.134;1395550
2353972;1;2;6491118.3;6012907.02;1;42;0.843;691225
2142077;1;5;7629327.64;7303498.58;0;70;0.504;814424
1923931;4;2;5437864.72;4661760.6;1;57;0.124;405858
1592132;1;3;10600677.88;8809943.2;0;92;0.148;837930
1711973;3;6;12383574.45;10718112.02;0;79;0.309;969878
1942476;4;5;6895019.88;5677616.56;0;93;0.222;771840
1611798;3;6;5724571.92;4759380;1;75;0.942;644800
1663715;2;4;6671563.05;6185023.38;1;68;0.419;770314
2734911;1;4;16518032.1;14496105.44;0;62;0.197;1197869
1834450;3;4;1515561.39;1257289.53;1;64;0.707;231712
1735264;3;3;12590287.98;11342066.35;0;37;0.486;1081860
1995571;2;4;8421897.44;7023855.06;0;44;0.315;674388
2808814;2;2;7938468.62;7019141.52;1;45;0.302;649175
1776041;4;6;3868443.5;3440194.38;1;38;0.917;356208
1983734;3;5;7972217.28;7214959.95;1;53;0.105;626688
2843316;2;6;2904455.4;2384986.34;1;75;0.903;435412
2276899;2;5;6814659.85;5982187.5;1;73;0.565;654304
1640140;1;2;5498447.28;4756399.96;0;47;0.486;589897
2935818;1;2;2044089.06;1868709.15;0;75;0.533;353374
2636783;2;2;10324843.48;8754859.2;0;69;0.257;859395
2759277;3;5;5871922.32;5345616.38;1;60;0.491;542715
1507761;1;3;15639206.49;15043201.68;0;60;0.328;1212372
1563520;1;6;4179433.83;3437280;0;46;0.542;364650
2647892;4;2;2681193.05;2316678.12;1;58;0.687;317070
2203770;2;3;2814220.08;2453128.48;1;69;0.497;441861
1562918;2;2;8289288.09;6992276.41;0;55;0.878;884340
1378308;3;6;5909535.9;5452955.2;1;64;0.989;520020
2217737;2;4;12932787.16;11718471.28;0;86;0.912;1019383
1812397;4;6;2221418.96;1876391.04;0;67;0.167;365721
1953996;4;5;8102768.35;7088830.56;1;73;0.818;605570
1522660;3;4;7927293.96;6905080.6;0;55;0.857;682443
1490463;2;5;4154671.57;3512768.98;1;75;0.703;411864
1606145;4;5;1400981.02;1273326.75;0;41;0.331;222318
2585171;4;6;2012780.82;1753895.43;0;77;0.854;349461
2292094;4;2;1462199.94;1261723.68;1;65;0.656;215670
2412867;1;5;4039149.57;3757868.08;1;61;0.232;381974
2258712;3;2;5558157.52;4680897.84;1;37;0.936;639324
1708173;4;4;2256938.42;1871547.16;1;59;0.9;317505
2178892;3;4;4214511.95;3413176.36;1;43;0.567;363330
2915908;3;5;3399899.68;3006823.38;0;86;0.974;620052
2365157;3;4;13795500.73;11773812.66;1;83;0.813;985827
1731638;1;6;2016029.12;1875967.4;1;71;0.625;308224
2808316;3;4;8191338.06;7245726.72;0;79;0.238;637100
1235076;3;6;15406701.52;15091872.18;1;64;0.282;1161741
2087030;4;6;2893421.58;2507734.38;1;66;0.331;287280
1655656;3;6;9602061;8957196.12;0;41;0.516;969474
2910747;1;3;7733125.26;7146635.93;1;67;0.548;801891
2336315;1;3;3350749.15;2934762.6;1;73;0.465;591690
1800963;2;3;8429038.67;7413048;0;38;0.134;903114
2294915;3;4;5298687.74;4863338.2;1;52;0.397;448140
1403753;2;5;2826209.54;2463622.08;1;84;0.408;425415
2542062;2;4;6624745.54;6115399.15;0;62;0.457;791476
2601809;1;6;12474734.31;10725658.06;1;41;0.159;1122195
1486846;4;3;5197355.9;4886758.97;1;74;0.853;481971
2358453;3;5;3985238.88;3661818.75;1;58;0.411;406850
2645175;3;4;3570909.16;3016637.12;1;51;0.142;571387
2671679;4;5;5500015.2;4576136.28;0;66;0.592;442293
1339194;3;5;16482081.7;15072456;1;79;0.196;1272375
1843824;4;5;5474679.56;4661877.02;1;64;0.891;540768
2337718;3;4;4265268.15;3492868.98;0;82;0.358;400074
1887251;4;2;2168698.4;1811040.1;0;69;0.7;334012
2200568;4;2;10494566.59;9465220.04;0;66;0.939;893064
1490463;4;3;6237536.64;5468140.66;1;66;0.693;502803
2282505;2;6;10067483.78;9252591.46;1;54;0.725;967886
2424471;1;5;2888775.7;2551973.56;0;59;0.848;331162
2637075;4;3;6587304.01;5763282.6;1;66;0.802;687152
2074230;4;4;5940780.96;5092879.8;1;66;0.819;522606
2106798;4;2;12867976.55;11539843.2;0;72;0.76;980145
2555988;1;3;5284870.8;4880117.55;0;79;0.67;571419
1587900;3;2;1479012.74;1266186.24;0;56;0.892;241020
1822833;1;4;6528417.3;5984529.46;1;72;0.583;697012
2508982;4;3;2637753.86;2297124.8;0;53;0.203;303846
1948579;1;4;5818050.27;5560335.2;0;55;0.318;535086
2897597;4;2;4183768;3673395;1;55;0.889;340464
2464563;2;6;16410584.64;14267144.04;0;57;0.864;1213620
2011923;4;5;3294144.4;3103183.16;1;81;0.148;538878
1588047;1;6;8032255.74;7465145.85;1;62;0.833;658368
2862180;2;5;10658285.3;9478148.68;0;44;0.681;856520
1697223;3;5;13399016.85;12587293.95;1;52;0.818;1063304
1646509;4;4;5169295.23;4843651.17;1;54;0.41;651990
2087970;1;3;10242702.2;9906736.82;1;60;0.392;794673
2750683;1;6;6248659.59;5553900.8;0;74;0.426;620622
1632859;2;2;4143862.43;3658969.16;0;77;0.486;457434
2321899;3;5;10428229.56;9345403.5;0;79;0.205;944401
2794118;4;5;16304675.2;14068060.1;0;39;0.565;1328968
2101529;1;4;2068292.34;1938571.32;0;57;0.25;322385
2207503;2;4;4253622.78;3563048.2;1;53;0.439;405736
2033413;3;6;14020349.28;11780631.18;1;76;0.923;1181250
2227244;2;3;11854454.43;10807855.83;0;51;0.236;1173250
2021230;1;3;4198474.56;3730207.68;1;89;0.949;446055
2114500;3;3;5429628.12;4511600.64;0;35;0.962;638292
1285722;2;5;10604044.44;9754894.12;0;50;0.625;847344
1729577;3;6;8427226.53;6782945.32;0;67;0.266;678618
2031950;2;6;7804603.04;7343370.36;0;61;0.913;676800
1837824;2;2;2654371.72;2386807.93;0;87;0.288;493288
2869819;2;6;11567259.68;11319001.76;1;84;0.24;995600
1469282;3;2;5203903.32;4464422.41;0;81;0.107;643750
1997332;1;6;3331869.24;2842966.28;0;66;0.67;547536
1372297;2;2;4007173.12;3345488;1;51;0.307;484449
2120736;3;5;7811578.04;6812425.83;1;81;0.303;626750
2373293;2;5;7778550.64;7299736.64;0;78;0.238;713440
2381925;1;4;4184247.84;3425899.84;1;82;0.445;599040
1950747;3;4;4201758.66;3541250.72;1;71;0.981;639326
2310184;4;6;10010494.97;9280054.48;1;71;0.192;846370
1830716;4;5;13239309.06;12258228.32;0;49;0.399;1163952
2780892;4;5;7817532.16;6914877.36;0;88;0.792;593975
1721617;2;2;2063121.28;1888340.44;1;84;0.469;335500
1927573;1;4;10482114.96;9054251.85;1;45;0.688;973368
2681429;1;2;10396790.22;9208151.15;1;89;0.354;835029
1864110;4;5;2703320.16;2306406.37;0;51;0.734;296169
1304318;3;3;7855682.85;7130258.94;0;56;0.479;654588
1287577;3;6;9951742.08;8951379.27;1;55;0.793;871992
2356341;1;5;10552293.1;9720040.96;0;74;0.635;846285
1850729;4;6;8016220.8;7396211.48;1;52;0.816;621068
2393757;4;5;4123680.99;3610152.12;0;70;0.223;364650
1536490;1;5;7906960.75;7522793.08;0;63;0.64;797440
1981065;2;4;10525478.08;9692683;1;56;0.865;942400
1873781;3;4;5347754.08;4835024.74;1;55;0.648;539760
1949247;2;2;7820117.64;7081843.35;0;54;0.633;917668
2977477;2;3;12562041.6;10914167.19;0;72;0.836;1129771
1862691;3;6;6167041.98;5144426.69;0;47;0.92;495185
2684046;3;4;1560834.34;1239749.55;1;48;0.302;236040
1573702;3;2;16733225.52;15100025.25;0;47;0.276;1315384
2955651;4;5;5268311.91;4800772.14;1;50;0.995;396536
1444442;3;5;3910581.68;3426951.1;0;54;0.521;727584
2186974;4;2;1530361.08;1290910.68;1;70;0.712;215072
1386270;3;6;1996428.09;1893294.27;1;84;0.823;364511
1733637;1;5;15634644.48;14710797.33;0;71;0.193;1300584
1865231;3;2;7020006.4;5812218.45;1;44;0.841;730596
1441467;4;5;10412440.5;9519697.08;1;67;0.682;934974
1525622;2;3;2165658.75;1764612.36;1;65;0.938;344128
2103082;3;4;12094892.7;10935561.48;0;69;0.299;1145184
2331326;1;3;4259563.89;3454139.04;1;73;0.21;338282
1904516;1;4;1510196.3;1271786.49;0;72;0.679;218178
1417672;1;3;9850465.12;8808721.2;0;92;0.358;919020
1516448;3;3;4037712.5;3694110.66;0;82;0.599;379824
2005784;3;4;12924415.24;11775588.32;0;61;0.278;1016950
2760759;1;4;5605889.57;4882000;1;78;0.405;584480
2807641;2;6;12050124.9;11107150.04;1;73;0.173;1008672
2979292;4;4;2726064.75;2476422.03;1;59;0.441;285688
1302722;1;6;2801346.66;2458783.5;1;78;0.414;292950
2677981;1;2;3934905.01;3547977.36;0;64;0.962;658078
2183091;4;6;8078384.7;7289544.24;1;68;0.795;792311
2109407;4;2;3381238.16;2960170.56;1;48;0.132;613206
2675683;4;4;10236034.5;9784461.86;0;64;0.935;856152
1296285;1;3;8017417.64;7285605.39;0;62;0.907;967680
1718402;2;4;10496437.83;9699490;1;78;0.546;878560
1243585;2;3;12496963.7;11291047.46;0;68;0.805;1053390
2544036;4;6;5656316.44;4596662.52;1;38;0.104;554184
1639737;1;3;1536478.32;1220636.82;0;65;0.93;219868
2815089;2;6;11413346.5;11131294.46;0;60;0.535;1052441
2674459;3;4;15474128.4;14016878.98;1;71;0.74;1424056
2460371;1;6;7781393.52;7024468;0;52;0.58;934206
1337569;2;3;4121747;3738343.32;0;69;0.822;433479
1421880;3;4;1453127.63;1264955.4;1;54;0.488;262500
1245594;4;6;8440931.16;7468466.25;1;66;0.581;754457
1662660;2;2;5523341.62;4541243.64;1;50;0.63;539736
1597583;4;6;8112618.21;6955757.96;1;82;0.328;738166
1444162;2;3;4284322.8;3679548.72;1;50;0.115;433086
1769463;2;2;10154910.87;8837664.98;1;68;0.955;928136
2704015;1;5;11794316.1;11440928.64;1;66;0.462;1140950
2592691;2;5;2745594.5;2540320.04;1;74;0.979;325471
2071989;4;3;2860735.68;2385643.68;0;69;0.785;299935
1852104;1;2;7761978.09;7351824.09;0;61;0.209;656747
2301406;3;4;5536598.85;4796858.56;0;66;0.114;544918
2953023;4;5;2842500.78;2381864.68;0;74;0.527;499888
2280688;2;5;8434771.68;7156852.17;1;54;0.875;601650
1646278;1;4;11172576.48;9782422.65;1;74;0.984;818520
1485746;2;2;1463233.26;1352796.08;1;43;0.588;221970
2046803;2;2;8027956.26;7040764.78;0;68;0.182;651256
2523386;4;3;3996572.49;3721072.72;0;84;0.672;655148
1920362;4;3;5258577.64;4558854.81;1;82;0.904;590304
2632321;4;5;6165475.35;5212199.91;1;38;0.424;611776
2150480;1;5;2857314.24;2331331.44;1;73;0.927;287832
1431410;3;3;3501222.84;2798528.04;1;58;0.58;542168
1311379;2;3;4067786.58;3557158.88;1;64;0.439;623610
2221213;3;3;4036228.32;3544355.92;1;50;0.261;354991
2396627;4;6;5583614.43;4482050.34;1;52;0.769;588756
2207110;3;5;10305914.16;9247174.56;1;81;0.48;850096
1335335;1;2;4290406.74;3465173.58;0;58;0.382;388740
1848486;3;3;2772650.88;2455180.16;1;37;0.766;279256
1622230;2;5;5215456.9;5004337.26;1;77;0.637;431200
2537281;3;3;15696839.28;14112800;1;56;0.828;1288216
1958405;3;3;1446296.56;1333376.1;0;41;0.652;265440
2463961;1;2;1404287.55;1218544.97;1;57;0.502;214240
1902835;3;3;3569396.67;3092259.3;1;63;0.77;509110
2843233;1;2;8309618.82;7180641.77;1;60;0.711;812430
2432631;3;3;3921734.53;3615721.48;0;47;0.604;460596
2335731;3;4;5554029.1;4680901.89;0;87;0.484;406894
2052244;1;6;7751875.45;6831142;1;54;0.96;661250
2920077;1;2;8065053.36;7055786.76;1;53;0.156;591425
2016805;4;4;1531838.44;1281462.72;0;43;0.429;219450
2624579;2;5;7690886.47;6919254.55;0;70;0.696;958266
1709195;1;2;2183082.52;1709846.84;1;77;0.544;335013
2302628;3;6;8164206.62;6903702.48;1;70;0.821;922590
1581045;3;2;7950410.16;6929434.12;0;45;0.655;857208
2835434;1;3;3565997.26;3092441.04;1;47;0.679;613480
1408412;4;5;5623285.2;4898262.88;1;64;0.404;459034
2074923;3;3;9986490.49;9186950.22;0;88;0.854;860696
2479747;4;2;11071321.9;9171243.48;0;69;0.246;873609
1625675;3;3;5302220.4;4619004.24;1;61;0.187;433735
2347305;3;6;5655307.86;4977126;0;65;0.162;581714
1815527;3;2;4175946.06;3750556.03;0;69;0.778;436623
1320877;3;6;3892191.6;3446453.52;1;52;0.578;714816
2025329;4;4;7662378.7;6953252.32;0;69;0.961;647829
1442101;3;6;16685756.36;14534842.19;0;58;0.717;1187708
2211412;1;6;10216258.5;8708004.3;0;85;0.417;809086
2883011;4;6;3945470.1;3642546.42;1;56;0.733;451950
1962238;2;4;13380714.45;11788395.85;0;87;0.819;981948
1958020;1;6;8414308.64;7196751.52;0;77;0.438;877824
1822335;1;4;4031114.46;3673596.72;0;72;0.217;675104
2384011;2;5;11183141.58;9920000.09;0;70;0.934;908200
2536225;4;5;5671031.44;4495360.32;0;86;0.644;458616
1326393;4;3;4010865.04;3576013.35;0;58;0.588;362229
2582762;2;5;5360427.93;4928481.24;1;67;0.524;641175
1717998;3;3;3569807.34;3043246.5;0;50;0.965;627792
2523734;2;2;4093149;3777297.3;0;40;0.432;707922
1852366;4;6;8200441.74;6793551.66;0;74;0.27;777140
2839815;1;6;5489046.27;4544200.2;0;76;0.813;588546
1870972;4;4;7998436.08;6973070.16;0;61;0.574;841728
2734276;2;4;3994461.6;3454033.28;0;46;0.377;412020
1782575;4;3;1497044.2;1225404.54;1;46;0.545;257922
1792175;2;4;2824771.67;2300914.24;1;47;0.148;456620
2529632;1;5;10488796.56;8698107.09;1;61;0.905;929808
1383092;3;5;8273335.32;7430858.96;0;90;0.452;902400
2347203;1;3;2884118.85;2434552.68;0;58;0.915;282204
2966740;3;4;3460032;3063960.13;1;78;0.19;519969
1912029;3;5;11749424.4;10435528.28;0;77;0.502;1080336
2410673;1;4;1418927.8;1221277.72;1;80;0.306;252350
1913792;4;5;15977887.81;14237457.92;0;67;0.114;1235160
1295262;4;3;1482750.36;1310459.7;0;49;0.617;244321
1705665;2;5;12774244.08;11541630.7;0;62;0.269;1149792
2984691;4;3;9836004;9189299.55;1;82;0.529;835288
2276664;2;4;4248743.07;3604149.8;1;51;0.898;424833
1757873;4;4;2682105.14;2282564.05;1;80;0.831;310521
1748197;2;2;5221537.02;4656914.24;1;62;0.725;643874
2960392;3;3;3367703.04;2855237.25;1;46;0.747;620541
1667532;1;3;6178392.33;5402926.13;1;64;0.31;554300
1608083;3;5;5226475.2;4664445.36;1;62;0.125;468745
1470415;3;5;1990716.57;1723965.39;1;55;0.698;350063
2974528;2;6;1469501.8;1241292.18;0;83;0.256;259992
2124472;2;5;15373187.75;14953014.58;0;83;0.185;1256592
2538837;4;5;10869844.44;9819189.38;1;68;0.843;807120
1412331;4;6;7652205.38;6894856.8;1;56;0.472;602223
1259558;2;3;16105799.82;14575454.4;1;70;0.359;1179544
2899373;2;2;2694555.24;2416296.68;0;62;0.687;322262
2281935;1;2;8105170.48;7380496.46;0;61;0.25;702988
1287975;4;4;15988292.18;14939019.1;1;47;0.161;1207844
2131372;2;3;6505434;5902245.47;0;61;0.408;716638
2268529;3;6;7773242.4;6776878.92;1;78;0.707;682486
2336711;2;5;16642744.55;14301170.1;1;58;0.465;1365040
2323454;1;6;8328759.4;6991375.44;0;90;0.871;708012
2941819;3;2;5833447.2;5354173.68;1;45;0.224;524898
1407264;2;4;1471936.44;1239705.02;1;50;0.649;263758
2058860;4;2;3492158.14;3004800.24;1;58;0.665;523810
2881624;1;2;2790273.16;2517633.72;1;74;0.94;318496
1424287;3;6;4089860;3710612.34;0;56;0.478;339808
1889240;1;3;2164223.7;1740674.88;0;60;0.825;326284
1711249;4;4;4050857.36;3552109.88;0;72;0.836;608400
2653619;3;5;7727974.89;7287180.25;1;51;0.639;646272
1824261;3;2;8455102.98;7392836.15;0;60;0.723;708651
2217632;2;6;8294941.72;7359879.34;0;82;0.131;662400
2590975;4;3;4196558.06;3660196.68;0;58;0.979;628677
2119633;2;4;12474641.52;10574759.12;1;77;0.602;1059864
1891479;3;5;3353597.31;2904638;1;66;0.815;596330
2098205;3;5;5332071.6;4573129.92;1;48;0.797;462944
1757569;4;4;11529897.08;11206889.92;1;62;0.865;1099150
1441002;3;2;7916638.29;7438815.12;0;69;0.861;778505
1764081;4;3;1474522.55;1272210.9;1;47;0.248;231012
1345747;3;4;5642703.04;4751930.7;0;75;0.581;569800
1256361;3;4;10852814.28;9445200.28;1;65;0.859;844296
2166912;3;2;5703101.46;4782581.1;0;67;0.129;403650
1563020;1;4;3974519.99;3634299.44;0;78;0.878;420701
1810088;3;6;8389222.8;7395121.92;0;70;0.912;799414
2462150;2;5;15317589.12;14028951.56;0;80;0.903;1332364
