CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39
718518858,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,39
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53
814497483,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,55
709728183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,39
785387883,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41
771772083,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37
708375858,Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,36
718263108,Attrited Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,32
711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,Blue,36
711862533,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36
721268133,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36
779065458,Existing Customer,56,M,1,High School,Married,$120K +,Blue,37
710878308,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37
714038433,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,19
788210583,Existing Customer,62,M,0,College,Married,$40K - $60K,Blue,54
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43
762775908,Existing Customer,46,F,2,High School,Married,Unknown,Blue,39
718136283,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,36
720064158,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36
779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40
804820233,Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K,Blue,33
778873608,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,25
715528983,Existing Customer,46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36
778255083,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,42
712570458,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33
718372458,Existing Customer,42,M,2,Graduate,Unknown,$40K - $60K,Blue,30
792272658,Existing Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,34
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39
721426383,Attrited Customer,36,F,3,Unknown,Single,Less than $40K,Blue,36
708899283,Existing Customer,40,F,3,Uneducated,Single,Unknown,Blue,28
717788958,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19
712973733,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36
718001508,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36
766550808,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38
717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31
713723433,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44
795155433,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38
709192233,Attrited Customer,50,F,2,Unknown,Married,Unknown,Blue,39
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40
713438358,Existing Customer,41,F,4,Graduate,Married,Unknown,Blue,30
711557508,Existing Customer,51,M,2,Graduate,Single,$60K - $80K,Blue,40
718976283,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36
756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36
714103908,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36
719265108,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33
714682233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43
720370533,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44
721537683,Existing Customer,50,F,3,Post-Graduate,Married,Unknown,Blue,41
715590258,Existing Customer,45,F,4,Uneducated,Single,$40K - $60K,Blue,36
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36
719210133,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,35
718078008,Existing Customer,40,M,2,College,Divorced,$60K - $80K,Blue,36
710371683,Existing Customer,51,M,4,Doctorate,Married,$60K - $80K,Blue,36
710142258,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36
792864858,Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue,37
714577233,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,41
718208358,Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,31
778847808,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,23
714412308,Attrited Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36
713700258,Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,42
717291333,Existing Customer,38,M,3,Uneducated,Married,$80K - $120K,Blue,29
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue,37
718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38
720180633,Existing Customer,50,M,2,College,Married,$120K +,Blue,36
713303733,Existing Customer,53,M,1,Graduate,Married,$120K +,Blue,41
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43
717714633,Existing Customer,49,M,3,Uneducated,Married,$120K +,Gold,38
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39
710413533,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36
714396558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51
709716258,Existing Customer,48,M,3,High School,Unknown,$80K - $120K,Blue,36
709087983,Existing Customer,35,F,3,Doctorate,Single,Less than $40K,Blue,27
712835433,Existing Customer,49,F,3,Uneducated,Married,Unknown,Blue,36
708971583,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,29
709141908,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41
708689958,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,36
710515308,Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36
712189233,Existing Customer,38,F,1,Graduate,Married,$40K - $60K,Blue,20
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34
710133858,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30
820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21
780897858,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,20
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28
715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +,Blue,38
711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,36
712804383,Existing Customer,56,F,0,College,Married,Less than $40K,Blue,38
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36
751487358,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32
789074358,Existing Customer,46,M,2,High School,Single,$60K - $80K,Blue,34
721049658,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34
771693933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,50
710802258,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,38
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36
712560558,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42
799475658,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45
773342808,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40
713486583,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Blue,29
709269708,Existing Customer,45,M,4,Graduate,Single,$120K +,Platinum,34
714424533,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38
788974608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,35
713739708,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,53
709790058,Existing Customer,53,M,4,Graduate,Married,$120K +,Blue,40
718080558,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36
716819958,Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,50
709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35
711925608,Existing Customer,42,M,4,Graduate,Divorced,$80K - $120K,Blue,35
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36
712939533,Existing Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,35
714523383,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33
709564683,Attrited Customer,32,M,2,Graduate,Married,$40K - $60K,Blue,22
710844408,Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36
721530633,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36
709497108,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36
712952283,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,35
740065833,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25
771400608,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,44
711944733,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36
715713408,Existing Customer,55,M,2,Graduate,Married,Less than $40K,Gold,46
715319958,Attrited Customer,48,M,3,Uneducated,Married,$120K +,Blue,36
720673008,Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,38
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36
778984383,Existing Customer,43,F,3,High School,Married,Unknown,Blue,31
756919683,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41
778740708,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,27
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44
713972658,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36
714580158,Existing Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36
721086483,Existing Customer,27,F,0,Uneducated,Single,Less than $40K,Silver,19
787849833,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,40
820637433,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,40
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28
785230083,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,44
712326708,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,31
719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36
715361433,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37
780416433,Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25
719848908,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,33
714823308,Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35
780382008,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Silver,32
770926158,Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,38
757594083,Existing Customer,52,F,1,Unknown,Married,Unknown,Blue,45
717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45
708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52
778430733,Existing Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,25
713509908,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,35
720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,25
715923408,Existing Customer,30,F,0,College,Married,Less than $40K,Blue,19
720909408,Existing Customer,37,M,2,High School,Divorced,$120K +,Blue,24
709916058,Existing Customer,58,M,1,Unknown,Married,$60K - $80K,Blue,36
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28
711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36
711315783,Existing Customer,53,M,3,Graduate,Married,$40K - $60K,Blue,43
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,22
714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36
810040908,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37
718188858,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,36
741344808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,32
718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49
778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45
720590058,Attrited Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36
717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52
715540233,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,34
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28
715074258,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50
715059258,Existing Customer,38,F,3,Doctorate,Single,Unknown,Blue,32
720119808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown,Platinum,32
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36
778724058,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36
765940683,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,30
819409608,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34
714757083,Attrited Customer,44,M,4,Uneducated,Married,$60K - $80K,Silver,37
719039283,Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36
789052308,Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28
790225758,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35
712011633,Existing Customer,40,F,2,Doctorate,Single,$40K - $60K,Blue,36
708190158,Attrited Customer,38,F,3,High School,Single,Less than $40K,Blue,26
787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41
753208833,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36
713195808,Existing Customer,37,F,3,High School,Married,Unknown,Blue,36
778895883,Existing Customer,50,F,1,Unknown,Married,Unknown,Blue,31
708866133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,32
712579983,Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,30
710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35
720424608,Existing Customer,56,F,1,Unknown,Married,Unknown,Blue,36
717541308,Existing Customer,61,F,2,Graduate,Single,Less than $40K,Blue,45
709500183,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36
715798608,Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,34
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40
710518308,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,35
709678608,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,36
709764483,Attrited Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53
709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,30
720942333,Existing Customer,49,M,2,Unknown,Married,$40K - $60K,Blue,36
721121283,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24
714637908,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,36
711809283,Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,36
794253108,Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,46
715471833,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36
718037433,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,49
719829633,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29
712105533,Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,20
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver,36
813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55
711419133,Existing Customer,56,M,4,Graduate,Single,Less than $40K,Blue,36
798773208,Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,40
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47
773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27
784895358,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Blue,43
718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,36
719534058,Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,14
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34
712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39
794191008,Existing Customer,46,M,2,College,Married,$120K +,Blue,40
719989008,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36
716436483,Existing Customer,45,F,3,Uneducated,Unknown,Less than $40K,Blue,36
779158533,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,25
712591983,Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,41
720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46
708207783,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,42
719724933,Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,51
816528333,Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,56
795920358,Existing Customer,33,F,2,High School,Married,Less than $40K,Blue,27
711990933,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29
713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,36
818239983,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,48
714098883,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,36
806641683,Existing Customer,44,M,3,Uneducated,Married,$80K - $120K,Silver,39
807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46
774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49
711326583,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,50
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +,Blue,49
719153433,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38
714928158,Existing Customer,60,M,0,High School,Single,$80K - $120K,Silver,36
712128258,Existing Customer,49,F,4,High School,Single,Less than $40K,Silver,40
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30
789577833,Existing Customer,56,M,2,Graduate,Married,$120K +,Blue,49
772437633,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,33
710333883,Attrited Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,37
714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23
716438433,Existing Customer,41,M,1,Doctorate,Married,$80K - $120K,Blue,32
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36
719719158,Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36
710877108,Existing Customer,44,F,1,High School,Divorced,Less than $40K,Blue,32
710120358,Existing Customer,40,M,3,Unknown,Married,$60K - $80K,Blue,27
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,30
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28
819969933,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38
778939683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41
711577458,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,36
713205108,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,36
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36
719940483,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,43
720924633,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,27
789893808,Existing Customer,52,M,3,Graduate,Divorced,$120K +,Silver,42
716855058,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38
713339283,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39
788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43
787430733,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,41
788811558,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33
812956983,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46
816613158,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43
717399183,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26
713835258,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,48
713180433,Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,48
780913308,Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29
719577258,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,30
720814233,Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue,34
708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,33
718435158,Existing Customer,50,M,3,High School,Married,$120K +,Blue,40
712814658,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,43
712303908,Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38
712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22
715851333,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27
773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29
716929233,Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,24
716160708,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36
779261433,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,36
716162583,Existing Customer,45,F,0,Unknown,Single,Less than $40K,Blue,36
806432433,Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35
809464608,Attrited Customer,47,F,3,High School,Married,Unknown,Silver,31
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49
721467258,Existing Customer,58,M,1,High School,Married,$40K - $60K,Blue,36
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49
771507258,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,26
785500533,Existing Customer,53,F,4,Unknown,Married,Less than $40K,Blue,47
815240358,Existing Customer,47,F,3,Uneducated,Married,Unknown,Blue,42
709046958,Existing Customer,46,M,2,Unknown,Married,$60K - $80K,Silver,39
715371108,Attrited Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,40
709479558,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36
714969183,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31
721398858,Existing Customer,43,M,2,Unknown,Single,$120K +,Blue,34
712774908,Existing Customer,41,F,4,High School,Married,Less than $40K,Blue,29
711822933,Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,45
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36
780042633,Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21
717658758,Existing Customer,49,M,4,Graduate,Single,$120K +,Silver,36
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24
713382558,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,42
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44
720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36
721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,36
719329983,Existing Customer,42,F,3,Unknown,Unknown,Unknown,Blue,36
714103083,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,37
808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,37
716797758,Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue,44
822898758,Existing Customer,44,F,5,Post-Graduate,Married,Less than $40K,Blue,40
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25
768814983,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,33
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42
748827033,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37
710231433,Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43
711615933,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33
719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36
709068183,Existing Customer,53,M,4,College,Single,$60K - $80K,Blue,42
789780033,Existing Customer,33,M,3,College,Married,$80K - $120K,Silver,22
772661808,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47
779236083,Existing Customer,37,F,3,High School,Married,Less than $40K,Blue,19
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24
716210283,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44
778698408,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,18
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18
738062658,Existing Customer,57,M,3,Graduate,Single,$80K - $120K,Blue,50
720306408,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,41
